County,Town,Date/Time,Distance,Name,Cost,DateTime,Month,Day,Weekday
NL,Bozrah,"Sat, 09/23 09:00",5K,Big Gary's Bozrah Fire Department 5K,.$30,2017-09-23T09:00:00Z,9,23,6
H,Enfield,"Sat, 09/23 09:00",5K,Lego 5K Family Road Race,$40 [750 RUNNER LIMIT],2017-09-23T09:00:00Z,9,23,6
F,Fairfield,"Sat, 09/23 09:00",5K,Only You 5K,"$30 (+1.25) through 8/14, $35 (+1.50) afterwards;
 Ages 16 & under can combo - $40 (+1.50) through 8/14, $45 (+1.50) afterwards",2017-09-23T09:00:00Z,9,23,6
F,Fairfield,"Sat, 09/23 09:00",Kids 1M,Only You 5K,"$15 (+1.25) through 8/14, $20 (+1.50) afterwards;
 Ages 16 & under can combo - $40 (+1.50) through 8/14, $45 (+1.50) afterwards",2017-09-23T09:00:00Z,9,23,6
H,New Britain,"Sat, 09/23 09:00",5K,Ray Crothers Memorial 5K XC Race,.$20,2017-09-23T09:00:00Z,9,23,6
NL,Old Lyme,"Sat, 09/23 09:00",10K,Bound For the Sound,$35; Region 18 Employees - $25; Region 18 Student - $15,2017-09-23T09:00:00Z,9,23,6
L,Woodbury,"Sat, 09/23 09:00",5K Obstacle,Catalyst Viking Run,"$89 before 6/15, $99 before 7/17, $109 before 8/15, $120 after 8/20",2017-09-23T09:00:00Z,9,23,6
L,Woodbury,"Sat, 09/23 09:00",5K,Go the Distance for Scholars,"$30 through 9/21, $35 afterwards; Students - $12 through 9/21, $15 afterwards",2017-09-23T09:00:00Z,9,23,6
NH,Milford,"Sat, 09/23 09:30",5K,Hope After Loss 5K,"$20 through 6/30, $25 through 9/21, $30 raceday",2017-09-23T09:30:00Z,9,23,6
NL,Norwich,"Sat, 09/23 09:30",1M,Sacred Heart Dash,"$17, $20 raceday",2017-09-23T09:30:00Z,9,23,6
H,Rocky Hill,"Sat, 09/23 09:30",5K,Hoof it for Haiti - Rocky Hill,"$25, $10 kids 12 and under",2017-09-23T09:30:00Z,9,23,6
NL,Lisbon,"Sat, 09/23 10:00",3.5M,Lisbon Fall Festival Road Race,"$10, $15 raceday",2017-09-23T10:00:00Z,9,23,6
F,Stratford,"Sat, 09/23 10:00",5K,Tommy Mac Run,"$27 through 9/20, $30 afterwards; Ages 18 & under - $15",2017-09-23T10:00:00Z,9,23,6
L,Woodbury,"Sat, 09/23 11:00",5K Obstacle,Catalyst Viking Run,"$89 before 6/15, $99 before 7/17, $109 before 8/15, $120 after 8/20",2017-09-23T11:00:00Z,9,23,6
H,East Hartford,"Sun, 09/24 08:30",5K,Believe 208 - Run For the Brace & Finest 5K,"$20 through 9/11, $30 through 9/21, $35 raceday; Ages 0-13 - $20",2017-09-24T08:30:00Z,9,24,7
F,Stamford,"Sun, 09/24 09:00",5K,Miles for a Mission,"$25 through 8/15, $35 through 9/23, $40 afterwards; Age 18 & under - $20",2017-09-24T09:00:00Z,9,24,7
L,Washington,"Sun, 09/24 08:00",10K,SRTS - Macricostas 10K,"$30 through 7/31, $35 through 8/31, $40 afterwards; Discount available for series",2017-09-24T08:00:00Z,9,24,7
L,Washington,"Sun, 09/24 08:30",5K,SRTS - Macricostas 10K,"$20 through 7/31, $25 through 8/31, $30 afterwards; Discount available for series",2017-09-24T08:30:00Z,9,24,7
H,Farmington,"Sun, 09/24 09:30",5K,Amped Fitness Annual 5K,.$25,2017-09-24T09:30:00Z,9,24,7
NH,Orange,"Sun, 09/24 09:30",5K,Eli's Resturant 5K,"$26 through 7/23, $27 through 9/23, $30 raceday",2017-09-24T09:30:00Z,9,24,7
NH,Middlebury,"Sun, 09/24 10:00",5K,Pies and Pints TaTa Trot,"$25, $30 raceday",2017-09-24T10:00:00Z,9,24,7
F,Fairfield,"Sun, 09/24 10:00",5K,Bigelow Tea Community Challenge,"$20 (+2.50) through 9/16, $25 (+2.50) afterwards",2017-09-24T10:00:00Z,9,24,7
L,Norfolk,"Sun, 09/24 12:00",10K,Norfolk Land Trust Trail Races,"$15, $20 raceday [100 RUNNER LIMIT]",2017-09-24T12:00:00Z,9,24,7
L,Norfolk,"Sun, 09/24 12:30",5K,Norfolk Land Trust Trail Races,"$15, $20 raceday [100 RUNNER LIMIT]",2017-09-24T12:30:00Z,9,24,7
H,Simsbury,"Sun, 09/24 12:30",5K,Run Back to School 5K,$20 (+2.95); Family of 4 - $80 (+6.05),2017-09-24T12:30:00Z,9,24,7
H,Farmington,"Sun, 09/24 13:00",5K,Farmington Rotary 5K,.$30,2017-09-24T13:00:00Z,9,24,7
W,Killingly,"Sun, 09/24 17:30",5K,Beat the Sunset Series,$15 for entire series - no individual pricing,2017-09-24T17:30:00Z,9,24,7
NH,Middlebury,"Thu, 09/28 17:00",5K,Timex 5K Fun Run,.$20,2017-09-28T17:00:00Z,9,28,4
H,Burlington,"Sat, 09/30 08:00",5K Obstacle,Chase Race,"$55 through 7/31, $65 through 8/31, $75 after [COMPETITIVE WAVE ONLY]",2017-09-30T08:00:00Z,9,30,6
L,Roxbury,"Sat, 09/30 08:30",7.25M,Roxbury Road Race Series,"$5, or $50 membership for the year",2017-09-30T08:30:00Z,9,30,6
L,Colebrook,"Sat, 09/30 09:00",13.1M,Hogsback Half Marathon,"$35 (+3.50) through 10/31/16, $45 (+3.50) through 4/30, $50 (+3.50) through 6/30, $55 (+4.30) through 7/31, $60 (+4.60) through 8/31, $70 (+5.20) afterwards",2017-09-30T09:00:00Z,9,30,6
W,Plainfield,"Sat, 09/30 09:00",5K,March for Matthew,.$20,2017-09-30T09:00:00Z,9,30,6
NL,Waterford,"Sat, 09/30 09:00",5K,The 5K Foot Pursuit,.$25,2017-09-30T09:00:00Z,9,30,6
F,Newtown,"Sat, 09/30 09:00",5K,2GHG Iron Horse Trail Race,$30 (+3.05),2017-09-30T09:00:00Z,9,30,6
NH,Prospect,"Sat, 09/30 09:30",5K,Prospect Lions 5K,.$25,2017-09-30T09:30:00Z,9,30,6
W,Pomfret,"Sat, 09/30 10:00",5K,Abolish Breast Cancer Race/Walk,"$20 through 9/15, $25 afterwards; Youth - $5 off",2017-09-30T10:00:00Z,9,30,6
L,Warren,"Sat, 09/30 10:00",5K,Cider Run,.$23.50,2017-09-30T10:00:00Z,9,30,6
T,Tolland,"Sat, 09/30 10:30",5K,Cider Mill Road Race,.$25,2017-09-30T10:30:00Z,9,30,6
F,Ridgefield,"Sun, 10/01 07:45",13.1M,Pamby Ridgefield Half Marathon,"$45 (+3.00) through 7/31, $50 (+3.00) through 8/27, $55 (+3.30) through 9/30, $65 (+3.90) raceday; Early Start is 30 minutes earlier",2017-10-01T07:45:00Z,10,1,7
W,Ashford,"Sun, 10/01 08:00",26.4M,Nipmuck Trail Marathon,.$45,2017-10-01T08:00:00Z,10,1,7
F,Stamford,"Sun, 10/01 08:00",5K,MarcUS For Change,.$25,2017-10-01T08:00:00Z,10,1,7
H,Southington,"Sun, 10/01 08:30",5M,Apple Harvest Festival Road Races,"$25, $29 raceday; Military - $20",2017-10-01T08:30:00Z,10,1,7
H,Southington,"Sun, 10/01 08:45",5K,Apple Harvest Festival Road Races,"$25, $29 raceday; Military - $20",2017-10-01T08:45:00Z,10,1,7
F,Monroe,"Sun, 10/01 09:00",5K,Monroe Trail Run,"$20 by 9/30, $25 raceday",2017-10-01T09:00:00Z,10,1,7
H,Simsbury,"Sun, 10/01 09:30",6K,Vie For the Kids,"$25, $20 17 and under",2017-10-01T09:30:00Z,10,1,7
NL,Waterford,"Sun, 10/01 09:30",5K,Strides 10K Road Race,$20; Ages under 10 - $5; Family of 4 - $35,2017-10-01T09:30:00Z,10,1,7
NL,Waterford,"Sun, 10/01 09:30",10K,Strides 5K Road Race,$20; Ages under 10 - $5; Family of 4 - $35,2017-10-01T09:30:00Z,10,1,7
NL,Stonington,"Sun, 10/01 10:00",5K,Path of Hope 5K,.$25,2017-10-01T10:00:00Z,10,1,7
W,Killingly,"Sun, 10/01 17:30",5K,Beat the Sunset Series,$15 for entire series - no individual pricing,2017-10-01T17:30:00Z,10,1,7
NH,Hamden,"Sat, 10/07 08:00",10K,Rail Trail 10K Race,"$35 through 8/5, $40 through 10/5, $45 raceday",2017-10-07T08:00:00Z,10,7,6
NH,Meriden,"Sat, 10/07 08:00",10K,Run for the Arc,.$35,2017-10-07T08:00:00Z,10,7,6
NH,Meriden,"Sat, 10/07 08:00",5K,Run for the Arc,.$25,2017-10-07T08:00:00Z,10,7,6
H,South Windsor,"Sat, 10/07 08:00",5K,Running for Peace,$20 (+2.95); Under 18 - $10 (+2.95),2017-10-07T08:00:00Z,10,7,6
L,Roxbury,"Sat, 10/07 08:30",3.52M,Roxbury Road Race Series,"$5, or $50 membership for the year",2017-10-07T08:30:00Z,10,7,6
F,Bridgeport,"Sat, 10/07 09:00",5K,Habitat 5K Run For Home & Workboot Challenge,"$25, $10 for 13 and under",2017-10-07T09:00:00Z,10,7,6
L,Salisbury,"Sat, 10/07 09:00",5K,Family 5K Trail Run,"Day of registration only, by donation",2017-10-07T09:00:00Z,10,7,6
NH,Seymour,"Sat, 10/07 09:00",5K,Pounding the Pavement for Pink,"$25 (+2.50) through 7/31, $30 (+2.50) through 8/31, $40 (+3.00) afterwards; Ages under 6 - Free;
 Ages 7-17 - $15 (+2.50) through 7/31, $20 (+2.50) through 8/31, $25 (+3.00) afterwards",2017-10-07T09:00:00Z,10,7,6
L,Winchester,"Sat, 10/07 09:00",10K,Highland Lake 10K,.$20,2017-10-07T09:00:00Z,10,7,6
T,Andover,"Sat, 10/07 10:00",5M,Andover 5 Mile Lake Race,"$20 through 9/28, $25 raceday",2017-10-07T10:00:00Z,10,7,6
M,East Hampton,"Sat, 10/07 10:00",5K,Benny's Run,"$25 through 9/1, $30 through 10/6; Ages 8-12 - $5; Ages 7 & under - Free",2017-10-07T10:00:00Z,10,7,6
NH,New Haven,"Sat, 10/07 10:00",5K,ANDA! For Haven Free Clinic 5K Run,$25; Ages 18 & under - Free,2017-10-07T10:00:00Z,10,7,6
NH,Woodbridge,"Sat, 10/07 10:30",5K,Woodbridge Road Race,.$30,2017-10-07T10:30:00Z,10,7,6
T,Mansfield,"Sat, 10/07 12:00",5K,SAPTA 5K,$25; Uconn students - $10,2017-10-07T12:00:00Z,10,7,6
F,Wilton,"Sun, 10/08 08:30",5K,Circle of Care 5K,.$30,2017-10-08T08:30:00Z,10,8,7
NH,Hamden,"Sun, 10/08 09:00",5K,Run for XLH,"$20 though 10/6, ?? Afterwards",2017-10-08T09:00:00Z,10,8,7
NH,Wallingford,"Sun, 10/08 09:00",10K,Fishbein/ Wallingford YMCA Road Race,"$35, $15 for 19 and under",2017-10-08T09:00:00Z,10,8,7
NH,Wallingford,"Sun, 10/08 09:00",5K,Fishbein/ Wallingford YMCA Road Race,"$35, $15 for 19 and under",2017-10-08T09:00:00Z,10,8,7
H,Enfield,"Sun, 10/08 09:30",5K,Enfield Eagles 5K,.$20,2017-10-08T09:30:00Z,10,8,7
F,Bridgeport,"Sun, 10/08 10:00",5K,Purple Knight 5K,$25; UB Student/Employee - $10; Child under 18 - Free,2017-10-08T10:00:00Z,10,8,7
NH,Southbury,"Sun, 10/08 10:00",5K,Southbury Fall Classic 5K Trail Run,"$25, $35 raceday",2017-10-08T10:00:00Z,10,8,7
NH,West Haven,"Sun, 10/08 10:00",5K,Autumn on the Sound,"$22 before 9/30,  $27 afterwards",2017-10-08T10:00:00Z,10,8,7
F,Sherman,"Sun, 10/08 10:15",10K,Run for the Farm,.$35,2017-10-08T10:15:00Z,10,8,7
F,Sherman,"Sun, 10/08 10:15",5K,Run for the Farm,.$25,2017-10-08T10:15:00Z,10,8,7
M,East Haddam,"Sun, 10/08 11:00",5K,Ride or Stride,.$25,2017-10-08T11:00:00Z,10,8,7
F,Darien,"Sun, 10/08 14:00",5K,JR Forever Memorial,.$25,2017-10-08T14:00:00Z,10,8,7
W,Killingly,"Sun, 10/08 17:30",5K,Beat the Sunset Series,$15 for entire series - no individual pricing,2017-10-08T17:30:00Z,10,8,7
H,Hartford,"Sat, 10/14 08:00",26.2M,Hartford Marathon,"$95 through 1/1, $105 through 7/15, $115 through 9/27, $125 afterwards; Ages 16-22 - $5 off [2600 RUNNER LIMIT] [NO RACE DAY REGISTRATION or PACKET PICKUP]",2017-10-14T08:00:00Z,10,14,6
H,Hartford,"Sat, 10/14 08:00",13.1M,Hartford Marathon,"$70 through 1/1, $80 through 7/15, $90 through 9/27, $100 afterwards; Ages 12-22 - $5 off [6700 RUNNER LIMIT] [NO RACE DAY REGISTRATION or PACKET PICKUP]",2017-10-14T08:00:00Z,10,14,6
H,Hartford,"Sat, 10/14 08:00",5K,Hartford Marathon,"$25 through 1/1, $30 through 7/15, $35 through 9/27, $38 afterwards; Ages 18-22 - $5 off; Ages 5-17 - $15 through 9/27, $20 afterwards [2700 RUNNER LIMIT] [NO RACE DAY REGISTRATION or PACKET PICKUP]",2017-10-14T08:00:00Z,10,14,6
L,Roxbury,"Sat, 10/14 08:30",5M,Roxbury Road Race Series,"$5, or $50 membership for the year",2017-10-14T08:30:00Z,10,14,6
M,Portland,"Sat, 10/14 09:00",5K,Zombie Run,"$15 by 10/16, $20 after,  $10 for 18 and under",2017-10-14T09:00:00Z,10,14,6
L,Plymouth,"Sat, 10/14 09:00",5K,Annual Fall 5K,"$18,  $25 raceday CANCELLED",2017-10-14T09:00:00Z,10,14,6
NH,Milford,"Sat, 10/14 09:00",5K,Running for Water in Africa,"$25 (+2.50), $30 raceday; Ages 18 & under - $15; Ages 70+ - $15",2017-10-14T09:00:00Z,10,14,6
F,Norwalk,"Sat, 10/14 09:00",13.1M,SoNo Half Marathon & 5K,$55; Ages 18 & under - $50 SOLD OUT,2017-10-14T09:00:00Z,10,14,6
NL,Norwich,"Sat, 10/14 09:00",5K,East Great Plain Vol. FD 5K,"$25, $17 ages 11-17, $10 ages 10 and under",2017-10-14T09:00:00Z,10,14,6
F,Stamford,"Sat, 10/14 09:00",5K,Run For Waterside,.$25,2017-10-14T09:00:00Z,10,14,6
F,Norwalk,"Sat, 10/14 09:10",5K,SoNo Half Marathon & 5K,$35; Ages 18 & under - $30 SOLD OUT,2017-10-14T09:10:00Z,10,14,6
F,Bridgeport,"Sat, 10/14 09:30",5K,CES Fall Classic 5K,.$25,2017-10-14T09:30:00Z,10,14,6
NL,Stonington,"Sat, 10/14 10:00",5K,St. Michael's School,"$20 through 9/30, $30 afterwards; Family rate - $70",2017-10-14T10:00:00Z,10,14,6
H,South Windsor,"Sat, 10/14 11:00",5K,Witch Way 5K,.$20,2017-10-14T11:00:00Z,10,14,6
L,Cornwall,"Sat, 10/14 12:00",5K,Run & Wag 5K,.$25,2017-10-14T12:00:00Z,10,14,6
F,Redding,"Sun, 10/15 08:15",5K,5K Trail Run,.$25 Cancelled,2017-10-15T08:15:00Z,10,15,7
NL,Waterford,"Sun, 10/15 09:00",4.25M,Waterford Lancer 4-1/4 Miler,.$20,2017-10-15T09:00:00Z,10,15,7
F,Fairfield,"Sun, 10/15 09:00",5K,Cancer Care 5K,.$30,2017-10-15T09:00:00Z,10,15,7
F,Greenwich,"Sun, 10/15 09:00",5K,Abilis 5K,.$35,2017-10-15T09:00:00Z,10,15,7
M,Killingworth,"Sun, 10/15 09:00",30K,Chatfield Hollow State Park Challenge,"$60 through 7/31, $65 afterwards",2017-10-15T09:00:00Z,10,15,7
M,Killingworth,"Sun, 10/15 09:00",20K,Chatfield Hollow State Park Challenge,"$50 through 7/31, $55 afterwards",2017-10-15T09:00:00Z,10,15,7
M,Killingworth,"Sun, 10/15 09:00",10K,Chatfield Hollow State Park Challenge,"$45 through 7/31, $50 afterwards",2017-10-15T09:00:00Z,10,15,7
M,Killingworth,"Sun, 10/15 09:00",5K,Chatfield Hollow State Park Challenge,"$40 through 7/31, $45 afterwards",2017-10-15T09:00:00Z,10,15,7
T,Union,"Sun, 10/15 09:00",5K,Strides for Scholars,"$25, $30 raceday [POSTPONED TO 11/12]",2017-10-15T09:00:00Z,10,15,7
F,Wilton,"Sun, 10/15 09:00",5K,"WNC ""Where the Wild Things Run""","$25, $30 raceday, $15 for under 14",2017-10-15T09:00:00Z,10,15,7
F,Shelton,"Sun, 10/15 09:00",5K,Moving with HOPE Halloween 5k,"$25, $30 raceday; Ages 70+ - Free",2017-10-15T09:00:00Z,10,15,7
H,Glastonbury,"Sun, 10/15 09:30",5K,Angry Orchard 5K at Apple Harvest Festival,.$30,2017-10-15T09:30:00Z,10,15,7
NH,Guilford,"Sun, 10/15 10:30",5K,Run for the Cove,"$25, $30 raceday",2017-10-15T10:30:00Z,10,15,7
H,Wethersfield,"Sun, 10/15 11:00",5K,Mikey's Place,"$15,  $5 for 10 and under",2017-10-15T11:00:00Z,10,15,7
T,Mansfield,"Sun, 10/15 12:00",3M,Fall For Nature Trail Run,"$5 through 9/30, $10 raceday",2017-10-15T12:00:00Z,10,15,7
W,Killingly,"Sun, 10/15 17:30",5K,Beat the Sunset Series,$15 for entire series - no individual pricing,2017-10-15T17:30:00Z,10,15,7
H,Hartford,"Sat, 10/21 08:00",5K,Hawktober 5K,"$25, $30 raceday,  $10 for UHartford Students",2017-10-21T08:00:00Z,10,21,6
L,Roxbury,"Sat, 10/21 08:30",11M,Roxbury Road Race Series,"$5, or $50 membership for the year",2017-10-21T08:30:00Z,10,21,6
T,Vernon,"Sat, 10/21 08:30",5K,Become Part of the Solution 5K,"$25,  $15 for 17 and under",2017-10-21T08:30:00Z,10,21,6
M,East Hampton,"Sat, 10/21 09:00",5K,Thunderpants 5K,.$35,2017-10-21T09:00:00Z,10,21,6
NH,Milford,"Sat, 10/21 09:00",5K,Fighting Angel 5K,"$35, $40 raceday",2017-10-21T09:00:00Z,10,21,6
W,Pomfret,"Sat, 10/21 09:00",20M,Tackle the Trail,$100 [NO RACEDAY REGISTRATION] [75 Indiv and 75 Team Runner Limit],2017-10-21T09:00:00Z,10,21,6
L,Litchfield,"Sat, 10/21 09:00",2K,Litchfield Cross Country Challenge Kids Race,"$15 by 10/17,  $20 raceday,  Kids 10 and under only",2017-10-21T09:00:00Z,10,21,6
M,Essex,"Sat, 10/21 09:15",5K,Ivoryton Pumpkin Run,"$20 through 10/19, $25 raceday",2017-10-21T09:15:00Z,10,21,6
L,Litchfield,"Sat, 10/21 09:30",5K,Litchfield Cross Country Challenge Kids Race,"$15 by 10/17,  $20 raceday",2017-10-21T09:30:00Z,10,21,6
H,Rocky Hill,"Sun, 10/22 00:00",5K,Rocky Hill Education Foundation,CANCELLED,2017-10-22T00:00:00Z,10,22,7
NH,Wolcott,"Sat, 10/21 11:00",3.5M,Wolcott Lions Club Dam 3.5 Mile Race,.$25,2017-10-21T11:00:00Z,10,21,6
NH,Meriden,"Sat, 10/21 16:30",5K,Loredana Nesci Memorial 5K,"$25, $30 raceday",2017-10-21T16:30:00Z,10,21,6
NH,Guilford,"Sun, 10/22 08:00",50K,Bimblers Bluff 50K,"$50 through 5/29, $55 throuogh 8/31; $65 through 10/11",2017-10-22T08:00:00Z,10,22,7
H,Hartford,"Sun, 10/22 09:00",5K,Michael Walsh 5K,"$25 through 6/30, $30 through 10/21, $35 raceday",2017-10-22T09:00:00Z,10,22,7
T,Mansfield,"Sun, 10/22 09:00",5K,Huskies Forever,"$25 through 9/29, $30 afterwards; Students - $5 off [Ages 9+ only]",2017-10-22T09:00:00Z,10,22,7
NH,New Haven,"Sun, 10/22 09:00",5K Obstacle,Denali's Run the Gauntlet,"$45 Adult, $30 student",2017-10-22T09:00:00Z,10,22,7
F,Trumbull,"Sun, 10/22 09:15",5K,Great Pumpkin Classic,$19.91 (+2.50) through 5/30; $25 (+2.50) through 10/18 ; Ages 1-18 - $15 (2.50); Ages 70+ Free,2017-10-22T09:15:00Z,10,22,7
H,Bristol,"Sun, 10/22 10:00",8K,Bristol Mum-A-Thon,"$22, $25 raceday",2017-10-22T10:00:00Z,10,22,7
NH,Branford,"Sun, 10/22 10:00",4M,Run for the Ribbons,"$22 before 10/14, $27 after, for Teens $12 before 10/14,  $15 after",2017-10-22T10:00:00Z,10,22,7
F,Stamford,"Sun, 10/22 10:00",5K,Run for the Warriors,CANCELLED,2017-10-22T10:00:00Z,10,22,7
NH,Waterbury,"Sun, 10/22 13:30",5K,SVDP Race for Awareness,"$25, $30 after 10/19",2017-10-22T13:30:00Z,10,22,7
W,Killingly,"Sun, 10/22 17:30",5K,Beat the Sunset Series,$15 for entire series - no individual pricing,2017-10-22T17:30:00Z,10,22,7
M,Essex,"Sat, 10/28 07:30",13.1M,Essex Steam Train Half Marathon,$75; Relay - $85[RELAY ELIGIBILITY EXEMPTION FOR 2017 ONLY] SOLD OUT,2017-10-28T07:30:00Z,10,28,6
F,Stamford,"Sat, 10/28 08:00",5K,Monster Dash 5K,$25; Ages 5 to 18 - $12; Ages 4 & under - Free,2017-10-28T08:00:00Z,10,28,6
NL,Norwich,"Sat, 10/28 08:00",5K,Three Rivers Young Marines DDR 5K Dash,"$25, $35 raceday; Ages 17 & under - $20, $30 raceday CANCELLED",2017-10-28T08:00:00Z,10,28,6
W,Woodstock,"Sat, 10/28 08:30",5K,Heart & Sole Race - DDR Dash,.$20,2017-10-28T08:30:00Z,10,28,6
L,Roxbury,"Sat, 10/28 08:30",4.3M,Roxbury Road Race Series,"$5, or $50 membership for the year",2017-10-28T08:30:00Z,10,28,6
H,Hartland,"Sat, 10/28 09:00",5K,Hartland Harvest Run,"$20, $25 raceday",2017-10-28T09:00:00Z,10,28,6
NH,Milford,"Sat, 10/28 09:00",5K,Trick or Trot,"$27 (+2.50), $30 raceday",2017-10-28T09:00:00Z,10,28,6
NH,Cheshire,"Sat, 10/28 10:00",5K,Ives Farm Tractor Trot,.$35,2017-10-28T10:00:00Z,10,28,6
NH,Meriden,"Sat, 10/28 09:30",10K,Dan M. Hunter Storm the Castle,"$25, $30 raceday",2017-10-28T09:30:00Z,10,28,6
NH,Meriden,"Sat, 10/28 09:30",5K,Dan M. Hunter Storm the Castle,"$25, $30 raceday",2017-10-28T09:30:00Z,10,28,6
H,Hartford,"Sat, 10/28 10:00",5K,Run For Kids' Sake 5K,"$25 9+2.50) through 9/15, $30 (+2.50) through 10/13; $35 (+3.00) through 10/27)",2017-10-28T10:00:00Z,10,28,6
H,Simsbury,"Sat, 10/28 10:00",5K,Monster Dash 5K,.$20,2017-10-28T10:00:00Z,10,28,6
T,Somers,"Sun, 10/29 08:00",6 hours,Scantic Valley Six,.$85,2017-10-29T08:00:00Z,10,29,7
T,Somers,"Sun, 10/29 08:00",13.1M,Scantic Valley Six,.$60,2017-10-29T08:00:00Z,10,29,7
L,Washington,"Sun, 10/29 08:00",15K,SRTS - Hidden Valley Preserve,"$40 though 7/31, $45 through 9/30, $50 raceday; Discount available for series",2017-10-29T08:00:00Z,10,29,7
H,Avon,"Sun, 10/29 08:15",5K,Falcon 5K,"$20, $15 for students, $25 raceday CANCELLED",2017-10-29T08:15:00Z,10,29,7
L,Washington,"Sun, 10/29 08:30",5K,SRTS - Hidden Valley Preserve,"$20 though 7/31, $25 through 9/30, $30 raceday; Discount available for series",2017-10-29T08:30:00Z,10,29,7
F,Weston,"Sun, 10/29 08:30",5K,The Reservoir Run,"$25 (+2.50) through 9/14, $30 + (2.50) through 10/24;
 Ages 5-18 - $20 (+2.50) through 9/14, $25 (+2.50) through 10/24
 Teams of 10+ - $20 (+2.50) through 10/1",2017-10-29T08:30:00Z,10,29,7
F,Weston,"Sun, 10/29 08:40",13.1M,The Reservoir Run,"$45 (+3.00) through 7/14, $50 + (3.00) through 9/15, $60 + (3.60) through 10/24;
 Ages 14-18 - $25 (+2.50) through 9/14, $30 (+2.50) through 10/24",2017-10-29T08:40:00Z,10,29,7
H,Glastonbury,"Sun, 10/29 09:00",3.33M,The Devil Made Me Do It,.$25,2017-10-29T09:00:00Z,10,29,7
H,Glastonbury,"Sun, 10/29 09:00",6.66M,The Devil Made Me Do It,.$25,2017-10-29T09:00:00Z,10,29,7
NH,New Haven,"Sun, 10/29 09:00",4M,Knights of St. Patrick Race,"$20, $25 raceday",2017-10-29T09:00:00Z,10,29,7
F,Norwalk,"Sun, 10/29 09:00",5K,Rowayton Monster Dash & 5K Run,"$30 (+2.50) through 10/20, $35 (+3.00) through 10/29; Ages 6-13 - $15 off",2017-10-29T09:00:00Z,10,29,7
T,Somers,"Sun, 10/29 09:00",5K,Scantic Valley Six,.$30,2017-10-29T09:00:00Z,10,29,7
W,Killingly,"Sun, 10/29 09:30",3M,Tricky Trail Run,"$20, $25 raceday; Students - $15",2017-10-29T09:30:00Z,10,29,7
F,Brookfield,"Sun, 10/29 10:00",5K,Halloween Run,"$25, $30 raceday",2017-10-29T10:00:00Z,10,29,7
H,Burlington,"Sun, 10/29 10:00",5K,Burlington 5K Run,$25; Students - $15; Family - $50 (up to 4 members),2017-10-29T10:00:00Z,10,29,7
M,Middletown,"Sun, 10/29 10:00",5K,CT Law Enforcement Officers Memorial Run,"$25, under 14 $15",2017-10-29T10:00:00Z,10,29,7
F,Wilton,"Sun, 10/29 10:00",5K,Halloween Hustle,.$25,2017-10-29T10:00:00Z,10,29,7
T,Somers,"Sun, 10/29 10:15",13.1M,Scantic Valley Six,.$60,2017-10-29T10:15:00Z,10,29,7
W,Plainfield,"Sun, 10/29 11:00",5K,Plainfield Music Boosters Cattle Run,.$25 CANCELLED,2017-10-29T11:00:00Z,10,29,7
T,Columbia,"Sun, 10/29 12:00",5K,Columbia Autumn Classic,.$15,2017-10-29T12:00:00Z,10,29,7
L,Kent,"Sun, 10/29 12:00",5M,Kent Pumpkin Run,.$30,2017-10-29T12:00:00Z,10,29,7
M,Haddam,"Sun, 10/29 13:00",5K,Pumpkin Run/Walk,"$25 through 1/1, $30 through 10/18, $35 afterwards; Ages 18-22 - $5 off; Ages 5-17 - $15 through 10/18, $20 afterwards",2017-10-29T13:00:00Z,10,29,7
F,New Canaan,"Sun, 10/29 15:00",5K,Pumpkin Chase,"$14 by 10/23,  $17 race week, $20 raceday POSTPONED to 11/5",2017-10-29T15:00:00Z,10,29,7
L,Roxbury,"Sat, 11/04 08:30",3.9M,Roxbury Road Race Series,$5 contribution per runner,2017-11-04T08:30:00Z,11,4,6
T,Ellington,"Sat, 11/04 08:30",5K,Fall Family Festival,$20; Ages 17 & under - $15; Team of 4 - $75,2017-11-04T08:30:00Z,11,4,6
T,Ellington,"Sat, 11/04 08:30",3K Youth,Fall Family Festival,.$10,2017-11-04T08:30:00Z,11,4,6
NH,Guilford,"Sat, 11/04 10:00",5K,APK 5K,.$25,2017-11-04T10:00:00Z,11,4,6
NL,New London,"Sat, 11/04 09:00",5K,Heroes for Scholarship 5K,.$20,2017-11-04T09:00:00Z,11,4,6
T,Hebron,"Sat, 11/04 09:00",13.1M,Airline Trail Ghost Run,.$34,2017-11-04T09:00:00Z,11,4,6
L,Barkhamsted,"Sat, 11/04 09:30",5K,Run Like a Deer,"$20, $22 raceday",2017-11-04T09:30:00Z,11,4,6
T,Coventry,"Sat, 11/04 10:00",4M,Connecticut Veterans Day Patriot Race,"$30 through 10/1, $35 afterwards",2017-11-04T10:00:00Z,11,4,6
F,Stratford,"Sat, 11/04 10:00",5K,Vicki Soto Run,.$30,2017-11-04T10:00:00Z,11,4,6
NH,Waterbury,"Sat, 11/04 10:00",5K,Sacred Heart HS Veterans' Day 5K Dash,"$20 (+2.50) through 10/30, $25 (+2.50) afterwards; Ages 18 & under - $5 off",2017-11-04T10:00:00Z,11,4,6
L,Canaan,"Sat, 11/04 12:00",5K,Cannonball 5K,$20 through 10/12; Ages 14 & under - $15,2017-11-04T12:00:00Z,11,4,6
